aX	aY	aZ	gX	gY	gZ	
-0.8469	-0.2322	-0.2225	126.6479	5.7983	22.2778
-0.8694	-0.2145	-0.2195	116.6992	-5.3711	20.3247
-0.9108	-0.2062	-0.1919	110.4126	-14.4653	17.0288
-0.9425	-0.2064	-0.1995	106.8115	-20.7520	13.9771
-0.9719	-0.1935	-0.2013	104.6753	-21.5454	11.0474
-0.9935	-0.1923	-0.1741	104.9194	-18.1274	9.2163
-0.9874	-0.2051	-0.1630	106.7505	-12.8784	10.0098
-0.9698	-0.2197	-0.1912	107.4829	-5.9204	11.6577
-0.9427	-0.2329	-0.2069	106.8726	0.1831	13.6719
-0.9104	-0.2319	-0.2145	104.7363	3.1128	16.0522
-0.8796	-0.2368	-0.2253	103.0884	4.0283	17.3340
-0.8649	-0.2418	-0.2383	100.0977	1.8311	17.4561
-0.8713	-0.2324	-0.2349	98.4497	-2.8687	16.2964
-0.8750	-0.2266	-0.2142	99.4873	-8.3618	13.9771
-0.8778	-0.2274	-0.2185	102.2949	-13.1226	13.0615
-0.9021	-0.2234	-0.2349	106.3232	-15.7471	10.7422
-0.9181	-0.2123	-0.2496	111.6943	-14.9536	8.3008
-0.9178	-0.2024	-0.2865	118.5913	-11.6577	5.7983
-0.8953	-0.1924	-0.3218	124.7559	-6.1035	3.6621
-0.8077	-0.2102	-0.3918	130.7373	-0.1831	1.6479
-0.6931	-0.3383	-0.6719	130.0049	-0.8545	1.3428
-0.6755	-0.6860	-1.1565	101.9287	-6.4087	-0.7324
-0.8214	-1.1008	-1.5271	11.9629	-0.5493	-4.1504
-0.9471	-1.1953	-1.6106	-136.2305	37.5977	-2.5635
-0.9641	-0.8833	-1.4497	-294.6167	88.3179	-12.1460
-0.9232	-0.4115	-1.6140	-429.3213	112.1826	-34.6069
-0.8826	-0.0363	-1.8746	-556.6406	93.1396	-49.6826
-0.7217	0.2239	-2.0800	-675.4150	64.0869	-62.9883
-0.3975	0.4923	-2.2001	-772.5830	45.8984	-81.3599
0.0190	0.7236	-2.1382	-843.3838	19.4702	-103.5767
0.1715	0.9722	-1.7809	-896.9116	-27.5879	-115.8447
-0.0222	1.0922	-1.3762	-927.7954	-76.1719	-97.4731
-0.3254	1.1799	-0.7085	-922.9126	-167.4805	-100.6470
-0.5519	1.4518	-0.1768	-882.2021	-263.1226	-121.6431
-1.2020	1.8660	0.4850	-793.3960	-321.5332	-142.5171
-2.2389	1.9720	1.3387	-652.0996	-341.9800	-155.5176
-2.8457	2.0400	2.0054	-484.3140	-289.7949	-143.9819
